,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
2636,2636,W_03254_00_ecology_W.jpg,2000,ecology,W,summer,date social trip vacation,appropriate loose,bright,cold warm,light,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
2637,2637,W_03255_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
2638,2638,W_03256_19_lounge_W.jpg,2019,lounge,W,summer,date,appropriate loose,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
2639,2639,W_03258_00_ecology_W.jpg,2000,ecology,W,spring fall summer,daily social gathering,loose,bright,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
2640,2640,W_03259_50_classic_W.jpg,1950,classic,W,spring fall,event,appropriate,bright,warm,heavy,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
2641,2641,W_03260_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2642,2642,W_03261_50_feminine_W.jpg,1950,feminine,W,summer,date event,appropriate,bright,warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
2643,2643,W_03262_50_feminine_W.jpg,1950,feminine,W,spring fall,date,appropriate,dark,warm,heavy,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
2644,2644,W_03263_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,bright,warm,light,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2645,2645,W_03264_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,bright,warm,heavy,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2646,2646,W_03265_00_ecology_W.jpg,2000,ecology,W,summer,date,appropriate,bright,warm,light,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
2647,2647,W_03266_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,tight,bright,warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1
2648,2648,W_03267_70_hippie_W.jpg,1970,hippie,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0
2649,2649,W_03268_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance event,appropriate,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
2650,2650,W_03269_50_feminine_W.jpg,1950,feminine,W,spring fall summer,etc event social gathering,appropriate tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1
2651,2651,W_03271_50_classic_W.jpg,1950,classic,W,spring fall,date,appropriate,dark,cold,heavy,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2652,2652,W_03272_60_minimal_W.jpg,1960,minimal,W,summer,date social gathering,appropriate,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
2653,2653,W_03274_19_genderless_W.jpg,2019,genderless,W,spring fall,etc social gathering,appropriate,bright,cold warm,heavy light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
2654,2654,W_03275_90_hiphop_W.jpg,1990,hiphop,W,spring fall,date social gathering,appropriate tight,bright dark,cold,heavy light,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
2655,2655,W_03276_60_popart_W.jpg,1960,popart,W,summer,daily date,appropriate loose,bright,cold warm,light,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
2656,2656,W_03277_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,appropriate,dark,cold,heavy light,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
2657,2657,W_03278_50_classic_W.jpg,1950,classic,W,spring fall,attendance date,appropriate tight,bright,warm,light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2658,2658,W_03280_19_lounge_W.jpg,2019,lounge,W,summer,date social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
2659,2659,W_03281_50_classic_W.jpg,1950,classic,W,summer,date,appropriate,bright,warm,light,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
2660,2660,W_03282_90_lingerie_W.jpg,1990,lingerie,W,summer,daily date social gathering,tight,dark,cold warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2661,2661,W_03283_70_hippie_W.jpg,1970,hippie,W,summer,daily date social trip vacation,appropriate,bright,cold warm,light,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
2662,2662,W_03284_70_disco_W.jpg,1970,disco,W,summer winter,social gathering,appropriate tight,bright,cold,heavy light,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
2663,2663,W_03285_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall,date leisure sports social gathering,appropriate tight,bright,warm,light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
2664,2664,W_03286_60_popart_W.jpg,1960,popart,W,summer,date social gathering social trip vacation,appropriate tight,bright dark,cold,light,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
2665,2665,W_03287_60_mods_M.jpg,1960,mods,M,spring fall,social gathering,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2666,2666,W_03288_60_popart_W.jpg,1960,popart,W,summer,daily date social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2667,2667,W_03289_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
2668,2668,W_03290_19_genderless_W.jpg,2019,genderless,W,spring fall,event social gathering,appropriate,dark,warm,light,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
2669,2669,W_03291_60_popart_W.jpg,1960,popart,W,summer,date event social gathering,appropriate,bright,cold warm,light,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2670,2670,W_03292_60_popart_W.jpg,1960,popart,W,spring fall summer,etc social gathering social trip vacation,appropriate tight,bright dark,cold warm,light,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0
2671,2671,W_03293_19_normcore_W.jpg,2019,normcore,W,spring fall,daily date,tight,bright dark,warm,heavy light,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2672,2672,W_03294_70_hippie_W.jpg,1970,hippie,W,spring fall,daily,appropriate,dark,warm,heavy,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2673,2673,W_03295_90_kitsch_W.jpg,1990,kitsch,W,summer,date social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
2674,2674,W_03296_60_space_W.jpg,1960,space,W,spring fall winter,attendance daily date social gathering,appropriate loose tight,bright,cold warm,light,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
2675,2675,W_03297_90_kitsch_W.jpg,1990,kitsch,W,summer,date social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0
2676,2676,W_03299_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily date social gathering,appropriate,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
2677,2677,W_03300_70_disco_W.jpg,1970,disco,W,spring fall,etc social gathering,appropriate tight,bright,cold warm,light,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
2678,2678,W_03301_60_space_W.jpg,1960,space,W,spring fall summer,event leisure sports social gathering,appropriate tight,dark,cold,heavy,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0
2679,2679,W_03302_10_sportivecasual_W.jpg,2010,sportivecasual,W,summer,daily date social trip vacation,appropriate tight,bright,warm,light,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2680,2680,W_03304_50_feminine_W.jpg,1950,feminine,W,spring fall,daily date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1
2681,2681,W_03305_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,bright,cold,light,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2682,2682,W_03306_70_punk_W.jpg,1970,punk,W,summer,social gathering,appropriate loose,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
2683,2683,W_03307_90_lingerie_W.jpg,1990,lingerie,W,summer,leisure sports,tight,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
2684,2684,W_03309_70_disco_W.jpg,1970,disco,W,summer,social gathering,tight,dark,cold,light,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2685,2685,W_03310_50_classic_W.jpg,1950,classic,W,spring fall,event,loose,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2686,2686,W_03311_50_classic_W.jpg,1950,classic,W,spring fall winter,date,appropriate,bright,warm,light,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2687,2687,W_03312_50_feminine_W.jpg,1950,feminine,W,spring fall,date,appropriate,dark,cold,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2688,2688,W_03314_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2689,2689,W_03315_60_minimal_W.jpg,1960,minimal,W,summer,event social gathering social trip vacation,appropriate,dark,cold,light,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2690,2690,W_03316_50_feminine_W.jpg,1950,feminine,W,summer,event,appropriate,bright,warm,light,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2691,2691,W_03317_60_space_W.jpg,1960,space,W,summer,daily social trip vacation,appropriate,dark,cold warm,light,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0
2692,2692,W_03318_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,warm,light,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
2693,2693,W_03319_50_classic_W.jpg,1950,classic,W,spring fall,social gathering,appropriate,bright,warm,light,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
2694,2694,W_03320_50_feminine_W.jpg,1950,feminine,W,spring fall summer,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2695,2695,W_03321_60_minimal_W.jpg,1960,minimal,W,spring fall winter,daily social gathering,appropriate loose,bright,cold warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2696,2696,W_03322_50_feminine_W.jpg,1950,feminine,W,summer,event,appropriate tight,bright,warm,light,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
2697,2697,W_03323_60_space_W.jpg,1960,space,W,summer,social gathering social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
2698,2698,W_03324_60_popart_W.jpg,1960,popart,W,summer,social gathering social trip vacation,appropriate tight,bright,cold warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0
2699,2699,W_03325_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance date,appropriate,bright dark,warm,light,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1
2700,2700,W_03326_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,loose,bright,cold warm,light,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0
2701,2701,W_03327_70_hippie_W.jpg,1970,hippie,W,spring fall,daily,appropriate,bright,warm,light,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
2702,2702,W_03329_19_normcore_W.jpg,2019,normcore,W,summer,daily date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0
2703,2703,W_03331_70_hippie_W.jpg,1970,hippie,W,summer,social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
2704,2704,W_03332_70_disco_W.jpg,1970,disco,W,summer,date social trip vacation,tight,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2705,2705,W_03333_70_hippie_W.jpg,1970,hippie,W,spring fall summer,date social gathering,appropriate tight,bright,warm,light,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0
2706,2706,W_03334_90_kitsch_W.jpg,1990,kitsch,W,summer,daily leisure sports,appropriate tight,bright,cold warm,light,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
2707,2707,W_03335_60_popart_W.jpg,1960,popart,W,spring fall,attendance date social gathering,appropriate,bright,cold warm,heavy light,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
2708,2708,W_03336_70_hippie_W.jpg,1970,hippie,W,spring fall,daily leisure sports,appropriate tight,bright,cold warm,light,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
2709,2709,W_03337_19_lounge_W.jpg,2019,lounge,W,winter,attendance daily,appropriate loose,bright dark,warm,heavy light,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
2710,2710,W_03339_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer winter,attendance daily date,appropriate tight,dark,cold,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2711,2711,W_03340_90_hiphop_W.jpg,1990,hiphop,W,spring fall summer,daily social trip vacation,tight,bright dark,cold warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
2712,2712,W_03341_90_lingerie_W.jpg,1990,lingerie,W,summer,social trip vacation,appropriate loose,bright dark,cold warm,light,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0
2713,2713,W_03342_19_normcore_W.jpg,2019,normcore,W,spring fall,daily social gathering,appropriate,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2714,2714,W_03343_70_military_W.jpg,1970,military,W,spring fall summer,daily social gathering,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
2715,2715,W_03344_70_hippie_W.jpg,1970,hippie,W,summer,daily,tight,bright,warm,light,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
2716,2716,W_03345_80_bodyconscious_W.jpg,1980,bodyconscious,W,summer,etc social gathering,tight,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0
2717,2717,W_03346_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,tight,dark,cold,light,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2718,2718,W_03347_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance date,appropriate tight,bright,warm,light,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0
2719,2719,W_03348_70_hippie_W.jpg,1970,hippie,W,summer,daily date event,appropriate,bright,warm,light,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
2720,2720,W_03349_90_lingerie_W.jpg,1990,lingerie,W,summer,leisure sports social trip vacation,appropriate tight,bright,cold warm,light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
2721,2721,W_03350_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,daily social trip vacation,appropriate loose,bright,warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
2722,2722,W_03351_80_bodyconscious_W.jpg,1980,bodyconscious,W,summer,date social trip vacation,tight,bright dark,warm,light,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0
2723,2723,W_03352_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,bright dark,cold warm,heavy light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
2724,2724,W_03353_19_normcore_W.jpg,2019,normcore,W,summer,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
2725,2725,W_03354_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,appropriate,bright,cold,light,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2726,2726,W_03355_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,bright,warm,light,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
2727,2727,W_03356_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1
2728,2728,W_03357_70_disco_W.jpg,1970,disco,W,summer,social gathering,appropriate,bright,cold warm,heavy light,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
2729,2729,W_03359_00_ecology_W.jpg,2000,ecology,W,spring fall summer,event social gathering,appropriate loose,bright dark,warm,heavy light,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
2730,2730,W_03360_90_lingerie_W.jpg,1990,lingerie,W,spring fall summer,daily social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
2731,2731,W_03361_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance daily etc,appropriate tight,bright,cold warm,light,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0
2732,2732,W_03362_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,etc event social gathering,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2733,2733,W_03363_70_military_W.jpg,1970,military,W,spring fall,attendance,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2734,2734,W_03364_19_normcore_W.jpg,2019,normcore,W,spring fall,leisure sports social trip vacation,appropriate tight,dark,cold warm,heavy light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
2735,2735,W_03365_70_hippie_W.jpg,1970,hippie,W,summer,social gathering social trip vacation,appropriate,bright,warm,light,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
2736,2736,W_03366_60_popart_W.jpg,1960,popart,W,spring fall summer,attendance daily event social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2737,2737,W_03367_70_hippie_W.jpg,1970,hippie,W,spring fall,attendance,appropriate,bright,warm,light,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
2738,2738,W_03368_70_hippie_W.jpg,1970,hippie,W,spring fall,daily,appropriate loose,dark,cold warm,light,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
2739,2739,W_03369_70_disco_W.jpg,1970,disco,W,spring fall summer,daily social gathering,appropriate tight,bright dark,warm,light,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
2740,2740,W_03370_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance social trip vacation,appropriate tight,dark,cold warm,heavy light,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0
2741,2741,W_03371_60_popart_W.jpg,1960,popart,W,summer,social trip vacation,appropriate loose tight,bright,cold warm,light,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
2742,2742,W_03372_00_ecology_W.jpg,2000,ecology,W,spring fall,daily,loose,bright,warm,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
2743,2743,W_03373_00_oriental_W.jpg,2000,oriental,W,spring fall summer,event social gathering social trip vacation,loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
2744,2744,W_03374_90_lingerie_W.jpg,1990,lingerie,W,spring fall summer winter,date etc social gathering,loose tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
2745,2745,W_03375_70_punk_W.jpg,1970,punk,W,spring fall summer,daily,appropriate,bright,cold warm,light,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
2746,2746,W_03376_19_genderless_W.jpg,2019,genderless,W,summer,daily social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
2747,2747,W_03377_60_popart_W.jpg,1960,popart,W,summer,date social trip vacation,appropriate loose,bright,warm,light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
